brand,model,year,mileage,fuel_type,transmission,engine_size,horsepower,price
BMW,3 Series,2024,72943,CNG,Manual,2.1,445,5793000
Honda,Accord,2022,129729,Diesel,Automatic,3.0,417,505000
Audi,A6,2011,146355,CNG,Automatic,1.6,437,1646000
Ford,Endeavour,2023,92409,Petrol,Manual,3.4,374,460000
Toyota,Civic,2014,96664,Petrol,Automatic,2.2,137,457000
Mercedes,E-Class,2017,140299,Petrol,Automatic,2.3,142,3319000
Mahindra,Scorpio,2022,98835,Diesel,Manual,2.4,167,558000
Toyota,Fortuner,2023,86709,Diesel,Manual,1.5,212,803000
BMW,X1,2016,57406,Diesel,Manual,1.9,275,6286000
Ford,Figo,2016,67620,Diesel,Manual,3.6,316,407000
Audi,Q5,2014,101683,Diesel,Manual,1.8,415,3265000
BMW,X5,2018,27413,Diesel,Automatic,1.6,197,11604000
Audi,A4,2021,26322,Petrol,Manual,1.9,318,10091000
Maruti,Ertiga,2010,119814,Petrol,Automatic,3.2,97,300000
Mercedes,C-Class,2023,117216,Petrol,Automatic,3.6,201,5863000
Hyundai,Venue,2011,120107,Petrol,Manual,1.7,206,300000
Ford,Endeavour,2022,18328,Petrol,Manual,2.6,409,964000
Mahindra,Scorpio,2022,146690,Diesel,Automatic,1.1,318,339000
Toyota,Swift,2022,47158,Petrol,Automatic,1.6,404,1414000
Hyundai,Verna,2019,121718,Petrol,Manual,3.4,104,336000
Hyundai,Verna,2022,46468,Petrol,Automatic,3.6,389,1055000
Ford,EcoSport,2022,118117,Diesel,Automatic,2.0,312,460000
Hyundai,Verna,2011,128696,CNG,Automatic,1.2,109,300000
Honda,Accord,2011,87535,Petrol,Automatic,1.5,439,435000
Maruti,Swift,2010,47548,Petrol,Automatic,4.0,99,321000
Mahindra,Scorpio,2012,89698,Petrol,Automatic,2.8,141,341000
Maruti,Brezza,2019,140526,Diesel,Manual,1.7,141,300000
Tata,Safari,2024,88542,Petrol,Automatic,2.3,393,643000
Audi,Q5,2019,87299,Petrol,Automatic,2.9,108,5665000
Tata,Tiago,2021,44693,Diesel,Automatic,3.3,356,836000
Maruti,Baleno,2014,97796,Diesel,Manual,2.4,348,300000
Ford,Endeavour,2018,43722,CNG,Automatic,3.2,286,672000
Mahindra,Thar,2011,59522,Diesel,Automatic,3.4,141,461000
Hyundai,Creta,2012,103405,Petrol,Automatic,3.5,189,300000
Maruti,Baleno,2016,53395,Petrol,Automatic,3.4,436,472000
Toyota,Innova,2017,100880,Petrol,Manual,2.2,175,430000
BMW,5 Series,2017,126525,Diesel,Manual,3.7,266,2992000
Audi,Q5,2022,130721,Diesel,Manual,2.7,335,4042000
Maruti,Dzire,2020,74286,Diesel,Automatic,1.0,426,416000
Toyota,Fortuner,2013,71114,Diesel,Manual,1.0,383,444000
Mercedes,E-Class,2024,53469,CNG,Automatic,1.9,262,11350000
Mahindra,XUV700,2012,96724,CNG,Automatic,2.7,140,300000
Hyundai,Verna,2011,43340,Petrol,Manual,2.8,218,439000
Audi,Q5,2014,78798,Petrol,Automatic,3.9,325,5032000
Maruti,Swift,2023,24026,CNG,Automatic,2.1,261,707000
Audi,Q3,2014,46182,Diesel,Automatic,2.9,418,6864000
Audi,Q5,2010,26999,Diesel,Automatic,3.0,172,6080000
Honda,Swift,2011,22192,Diesel,Automatic,3.5,197,775000
Mercedes,S-Class,2021,144327,Electric,Automatic,2.8,309,7092000
Mercedes,E-Class,2020,34519,Petrol,Automatic,3.1,108,11829000
Toyota,Innova,2013,49350,CNG,Automatic,1.6,124,711000
Ford,Endeavour,2014,115686,Petrol,Automatic,4.0,291,300000
Toyota,Camry,2017,79341,Petrol,Manual,2.3,347,633000
Mahindra,Thar,2022,97954,Diesel,Automatic,2.2,137,573000
Maruti,Baleno,2015,12775,Petrol,Manual,1.4,372,531000
Ford,Endeavour,2017,100221,Diesel,Manual,1.1,217,308000
Toyota,Innova,2022,26351,Electric,Manual,3.7,417,1967000
Ford,Endeavour,2017,57893,Petrol,Manual,2.7,175,455000
Mercedes,E-Class,2017,130747,Petrol,Automatic,1.2,326,4461000
Mahindra,Scorpio,2016,131015,Petrol,Manual,2.0,97,300000
Ford,EcoSport,2024,126841,Petrol,Automatic,3.5,416,494000
Ford,Figo,2020,64353,Petrol,Automatic,2.7,117,778000
Audi,A4,2012,33569,Petrol,Automatic,2.2,303,5445000
Toyota,Camry,2014,81045,Diesel,Automatic,2.5,174,561000
Audi,Q5,2018,119388,Diesel,Manual,2.7,299,2891000
Hyundai,Venue,2012,16901,Diesel,Manual,3.8,279,567000
Tata,Harrier,2023,21874,CNG,Automatic,2.0,394,1036000
BMW,X1,2013,138126,Petrol,Manual,3.6,92,2063000
Mahindra,Thar,2010,51235,Petrol,Manual,1.8,352,320000
Ford,Figo,2020,96124,CNG,Automatic,3.8,190,491000
Audi,A4,2010,81128,Diesel,Automatic,3.3,365,3586000
Honda,CR-V,2023,105402,Petrol,Manual,2.0,195,590000
Maruti,Baleno,2021,57574,Diesel,Manual,3.6,216,495000
Toyota,Innova,2012,56922,Petrol,Manual,1.1,316,440000
Tata,Safari,2017,28074,Petrol,Manual,3.4,269,523000
Audi,Q3,2024,32800,Petrol,Automatic,3.6,135,12486000
Honda,CR-V,2022,75727,Petrol,Manual,1.8,218,677000
BMW,3 Series,2011,101198,Petrol,Automatic,2.8,85,3159000
Mercedes,GLC,2011,86918,Diesel,Automatic,2.1,256,3526000
Mahindra,Scorpio,2013,66889,Diesel,Automatic,2.9,162,459000
Hyundai,Creta,2017,14992,Petrol,Automatic,2.6,287,1018000
Mercedes,GLC,2020,71576,Petrol,Automatic,1.8,221,8230000
Honda,Accord,2019,103079,Petrol,Automatic,3.3,439,602000
Hyundai,Venue,2014,134857,CNG,Automatic,2.4,184,300000
Mahindra,XUV700,2011,28782,Petrol,Automatic,1.9,255,627000
Toyota,Civic,2018,14765,CNG,Automatic,3.6,195,1104000
Toyota,Innova,2015,114188,Petrol,Manual,2.8,381,371000
Ford,EcoSport,2019,26260,Petrol,Manual,1.7,170,885000
Hyundai,Creta,2017,52946,Petrol,Automatic,3.8,279,775000
BMW,X1,2022,139572,Petrol,Automatic,1.6,152,4799000
Honda,Civic,2017,12866,Diesel,Automatic,1.3,169,1401000
Ford,Endeavour,2022,131724,Diesel,Automatic,1.8,302,432000
Ford,Endeavour,2011,142659,Petrol,Automatic,1.7,180,300000
Toyota,Camry,2024,82373,CNG,Automatic,1.2,178,819000
Ford,Figo,2024,130592,Petrol,Manual,1.3,416,338000
Mercedes,S-Class,2023,52222,Petrol,Automatic,3.3,348,11601000
BMW,5 Series,2012,139593,Diesel,Automatic,1.1,84,2120000
Mercedes,E-Class,2020,98209,Petrol,Automatic,3.5,123,5667000
Hyundai,Verna,2020,99424,Diesel,Manual,3.0,201,464000
Ford,EcoSport,2022,136278,Petrol,Manual,2.1,220,307000
BMW,5 Series,2024,79443,Diesel,Manual,3.7,425,6176000
Honda,Accord,2015,38807,Diesel,Automatic,3.9,124,958000
Audi,Q5,2021,63218,Petrol,Manual,1.1,300,6429000
Honda,Accord,2023,65468,Diesel,Manual,3.8,187,807000
Audi,A6,2019,60599,Diesel,Manual,3.7,85,5806000
Hyundai,Creta,2020,80442,Electric,Automatic,2.2,376,931000
Mercedes,GLC,2015,103474,CNG,Manual,3.3,346,3002000
Mahindra,XUV700,2018,66635,Petrol,Automatic,2.3,330,782000
Audi,A6,2012,95166,Petrol,Automatic,3.8,360,2975000
Ford,Endeavour,2018,142681,CNG,Manual,2.2,206,300000
Hyundai,Venue,2011,118297,Petrol,Manual,3.5,252,300000
Toyota,Civic,2011,57947,Petrol,Automatic,1.6,351,572000
Honda,Accord,2014,83914,Diesel,Manual,3.4,318,355000
Maruti,Baleno,2019,145994,Diesel,Automatic,3.3,270,300000
Ford,EcoSport,2023,38202,Diesel,Manual,1.7,87,960000
Maruti,Dzire,2015,104283,Petrol,Manual,2.0,150,300000
BMW,X5,2012,79518,Petrol,Automatic,1.5,185,3739000
BMW,3 Series,2016,140035,Diesel,Automatic,2.0,303,3215000
BMW,X1,2013,26428,Petrol,Automatic,1.7,300,7246000
Maruti,Dzire,2024,67062,Petrol,Automatic,3.6,414,645000
Tata,Safari,2013,13121,Petrol,Manual,3.2,244,460000
Maruti,Ertiga,2021,130617,Petrol,Automatic,1.4,238,300000
Tata,Nexon,2022,110766,Petrol,Automatic,2.9,217,424000
Ford,EcoSport,2023,13178,Petrol,Manual,1.3,406,934000
Honda,Swift,2024,21984,CNG,Automatic,1.9,260,1552000
Honda,City,2017,119863,Petrol,Automatic,1.4,274,465000
Toyota,Civic,2011,99904,Diesel,Automatic,2.3,245,328000
Mahindra,XUV300,2019,130544,Diesel,Automatic,1.7,325,343000
Mercedes,C-Class,2013,131585,Petrol,Automatic,2.0,168,3269000
Ford,EcoSport,2021,61033,Petrol,Manual,1.8,355,612000
Honda,Civic,2012,58803,Petrol,Manual,3.0,157,434000
BMW,5 Series,2013,77708,Petrol,Manual,2.6,436,3751000
Honda,City,2021,147207,CNG,Automatic,3.2,206,378000
Maruti,Swift,2010,37564,Diesel,Automatic,1.9,444,300000
BMW,5 Series,2014,130562,Diesel,Manual,3.2,416,2440000
Audi,A6,2024,16638,Petrol,Manual,3.7,422,12986000
Toyota,Swift,2024,133664,Diesel,Manual,1.3,367,534000
Maruti,Brezza,2014,58924,Petrol,Automatic,2.1,404,348000
Tata,Safari,2016,35216,Petrol,Manual,1.5,133,518000
Mercedes,E-Class,2012,103715,Diesel,Automatic,2.0,190,3317000
Honda,CR-V,2013,17493,Diesel,Automatic,2.1,267,820000
Maruti,Ertiga,2013,89526,CNG,Automatic,3.2,252,300000
Tata,Harrier,2021,85986,Petrol,Automatic,2.6,194,525000
Tata,Safari,2017,96226,Diesel,Automatic,2.4,346,397000
Mercedes,E-Class,2020,110211,Petrol,Automatic,3.7,311,5756000
Maruti,Brezza,2016,83369,Diesel,Manual,3.8,125,300000
Tata,Nexon,2018,67724,Diesel,Manual,3.0,154,487000
Audi,A6,2019,136299,CNG,Manual,1.4,107,2501000
Tata,Harrier,2018,117573,Petrol,Manual,1.5,114,300000
Toyota,Fortuner,2023,45315,Petrol,Manual,3.6,437,1080000
BMW,5 Series,2015,21350,Petrol,Automatic,1.4,248,8435000
Tata,Tiago,2022,21569,Petrol,Manual,1.4,267,760000
Toyota,Innova,2020,84229,Petrol,Automatic,2.8,268,837000
Ford,Endeavour,2013,18947,Petrol,Automatic,3.7,225,634000
Hyundai,Verna,2020,148426,Petrol,Automatic,2.6,118,323000
Mercedes,S-Class,2011,126843,CNG,Manual,1.9,334,1949000
Toyota,Corolla,2019,15209,Petrol,Automatic,1.1,165,1531000
Honda,CR-V,2023,50696,CNG,Manual,3.4,429,707000
Tata,Harrier,2014,133723,Diesel,Manual,1.4,350,300000
Audi,A4,2021,100385,Diesel,Automatic,2.1,265,5618000
Mahindra,XUV700,2013,51850,Diesel,Manual,3.4,101,414000
Mercedes,E-Class,2018,65798,Diesel,Manual,3.9,246,6538000
Hyundai,Verna,2010,67608,Petrol,Automatic,3.5,276,370000
Mahindra,XUV700,2016,133769,Petrol,Manual,1.5,418,300000
Hyundai,Creta,2021,127358,CNG,Automatic,3.7,87,393000
Maruti,Dzire,2012,137572,Petrol,Automatic,2.6,274,300000
BMW,X5,2016,63473,Petrol,Automatic,2.9,80,6225000
Ford,EcoSport,2018,122651,Electric,Automatic,3.3,413,522000
Tata,Tiago,2020,123604,CNG,Manual,2.1,413,300000
Tata,Safari,2012,142151,Petrol,Automatic,2.2,299,300000
Tata,Harrier,2012,135849,Diesel,Automatic,1.9,173,300000
BMW,X5,2013,76677,Diesel,Manual,2.8,380,3651000
Honda,Civic,2016,79322,Diesel,Manual,3.1,93,546000
Ford,EcoSport,2010,31042,Diesel,Automatic,1.1,354,444000
Audi,Q5,2021,144034,Diesel,Manual,1.5,116,3126000
Honda,Accord,2017,29023,Diesel,Automatic,2.7,229,977000
Hyundai,Venue,2022,70973,Petrol,Automatic,2.7,361,869000
Tata,Nexon,2010,40341,Petrol,Automatic,2.5,431,359000
Honda,Civic,2014,106870,Diesel,Automatic,1.6,382,350000
Mahindra,XUV700,2011,39320,Diesel,Manual,1.6,375,441000
Toyota,Innova,2014,147844,Petrol,Automatic,1.5,137,300000
Mercedes,S-Class,2018,115468,Diesel,Manual,2.8,247,3427000
BMW,3 Series,2010,55201,Diesel,Manual,1.4,114,3827000
Maruti,Swift,2022,71360,CNG,Automatic,3.7,305,453000
Audi,Q3,2018,148421,CNG,Automatic,1.5,415,2323000
Audi,A6,2011,100456,Diesel,Automatic,2.3,431,3140000
Audi,Q3,2019,125721,Diesel,Manual,1.8,323,3061000
Maruti,Swift,2022,56216,Petrol,Manual,2.0,387,508000
BMW,5 Series,2024,19873,CNG,Automatic,1.1,188,14095000
Tata,Safari,2012,124159,Petrol,Manual,1.4,346,300000
Mahindra,Scorpio,2013,22940,Diesel,Manual,3.3,387,606000
Mercedes,GLC,2021,52598,Electric,Automatic,3.8,285,16376000
BMW,3 Series,2024,32616,Petrol,Manual,1.2,209,12484000
Mahindra,XUV700,2021,142201,Diesel,Manual,1.4,154,318000
BMW,3 Series,2015,141965,Petrol,Automatic,3.7,403,3039000
Audi,Q3,2016,66240,Diesel,Automatic,1.1,384,5240000
Mercedes,GLC,2012,30039,Petrol,Automatic,2.5,352,6896000
Audi,Q3,2019,20785,Petrol,Automatic,1.3,213,12029000
Tata,Tiago,2010,86106,Diesel,Manual,1.9,154,300000
Hyundai,Creta,2014,101319,Petrol,Automatic,3.6,191,334000
Audi,A4,2022,112272,Diesel,Manual,2.9,114,4741000
Mercedes,C-Class,2017,60906,Petrol,Manual,1.6,202,6897000
BMW,X5,2011,44980,Diesel,Automatic,2.4,127,5781000
Maruti,Brezza,2013,44159,Diesel,Manual,3.6,103,300000
Honda,City,2015,129501,Petrol,Manual,2.0,129,300000
Ford,Endeavour,2012,96988,Petrol,Automatic,2.2,335,300000
Toyota,Swift,2010,51505,Petrol,Manual,2.0,177,387000
Audi,A4,2016,128686,Petrol,Manual,1.2,426,2390000
Toyota,Swift,2023,136519,Diesel,Automatic,2.2,101,510000
Honda,City,2010,99360,Petrol,Manual,3.8,429,300000
Audi,A4,2014,99156,CNG,Manual,1.2,280,2495000
Tata,Harrier,2018,110963,Diesel,Manual,3.5,236,300000
Toyota,Corolla,2016,137870,Petrol,Manual,2.5,161,300000
Toyota,Innova,2019,43896,Diesel,Automatic,1.3,369,1005000
Mahindra,XUV300,2017,139648,Petrol,Automatic,2.0,308,330000
Mahindra,Scorpio,2024,43686,Diesel,Manual,2.6,275,1079000
Ford,Figo,2019,123221,Petrol,Automatic,4.0,131,412000
BMW,X1,2023,114186,Petrol,Automatic,1.4,277,5511000
Ford,Endeavour,2015,39511,Petrol,Manual,1.7,162,522000
Tata,Tiago,2021,88282,CNG,Automatic,2.0,177,484000
Honda,City,2010,129181,Diesel,Automatic,3.7,135,300000
Tata,Safari,2011,34354,Diesel,Manual,3.6,277,309000
Hyundai,i20,2020,123428,CNG,Manual,3.6,247,300000
Toyota,Innova,2019,114127,CNG,Automatic,3.7,260,457000
Honda,CR-V,2013,97245,Diesel,Manual,3.1,89,302000
Toyota,Swift,2021,15269,Diesel,Automatic,1.5,137,1504000
Honda,CR-V,2010,80934,Electric,Manual,1.8,106,449000
Maruti,Ertiga,2016,35279,Petrol,Automatic,2.5,176,528000
Mercedes,S-Class,2023,50860,Petrol,Automatic,1.6,113,11728000
Tata,Tiago,2016,86290,Diesel,Automatic,3.8,184,375000
Maruti,Baleno,2016,145393,Diesel,Automatic,1.7,176,300000
Mahindra,XUV700,2021,117215,Diesel,Manual,3.5,288,356000
Honda,City,2011,98177,CNG,Manual,3.1,357,300000
Mahindra,Scorpio,2020,77657,Diesel,Manual,1.3,120,483000
Ford,Figo,2017,129392,Petrol,Automatic,1.0,397,339000
Maruti,Swift,2010,63364,Diesel,Automatic,3.1,420,300000
Audi,A4,2017,100697,Diesel,Manual,1.5,180,3756000
Toyota,Camry,2023,84462,Petrol,Automatic,2.7,126,1053000
Tata,Nexon,2024,50718,Petrol,Automatic,1.3,105,845000
Mahindra,Thar,2021,131169,Diesel,Manual,3.8,354,348000
Toyota,Innova,2010,67986,Petrol,Automatic,2.1,387,495000
Mercedes,S-Class,2023,43980,Diesel,Manual,1.1,197,10735000
Mahindra,XUV300,2022,145654,Petrol,Automatic,1.6,312,354000
Mahindra,Thar,2023,50096,Diesel,Automatic,1.6,147,1123000
Honda,Swift,2023,35739,Electric,Automatic,2.9,177,2369000
BMW,5 Series,2013,52919,Petrol,Automatic,1.7,358,5635000
Honda,Swift,2013,130506,CNG,Automatic,3.1,179,300000
Hyundai,Creta,2021,126220,Diesel,Automatic,1.5,97,402000
Mercedes,E-Class,2014,95042,Petrol,Automatic,2.8,163,5024000
BMW,5 Series,2016,67786,Diesel,Manual,3.5,148,5337000
BMW,X5,2024,73580,Petrol,Automatic,3.2,346,9648000
Mahindra,XUV300,2022,149810,Petrol,Manual,3.1,373,300000
Honda,Civic,2019,55689,Petrol,Automatic,3.4,336,963000
Maruti,Baleno,2022,133745,Petrol,Automatic,3.9,276,300000
Toyota,Corolla,2011,43541,Petrol,Automatic,2.9,219,645000
Ford,Figo,2020,86411,Diesel,Manual,3.4,87,491000
Mahindra,XUV300,2022,73217,Petrol,Automatic,2.0,246,893000
Audi,Q3,2018,23440,Diesel,Automatic,3.6,165,9974000
Audi,A6,2019,93600,Diesel,Manual,2.0,199,5029000
Ford,Figo,2014,58570,Diesel,Automatic,2.4,383,453000
Mahindra,Thar,2018,50115,Petrol,Automatic,2.4,358,701000
Maruti,Ertiga,2024,149718,Petrol,Automatic,1.8,308,300000
Hyundai,Verna,2011,33548,Diesel,Manual,1.9,109,411000
Mahindra,XUV700,2013,124826,CNG,Automatic,2.5,92,300000
Maruti,Baleno,2012,104948,Petrol,Manual,1.8,287,300000
Ford,Figo,2014,88840,Petrol,Automatic,2.8,261,350000
Hyundai,Creta,2017,70282,Petrol,Automatic,3.7,187,676000
BMW,X1,2021,23569,Petrol,Manual,3.6,283,9258000
Ford,Figo,2021,53790,CNG,Automatic,3.7,412,655000
Honda,City,2017,65934,Diesel,Manual,1.9,222,549000
BMW,X1,2010,98074,Diesel,Automatic,4.0,420,2758000
Toyota,Fortuner,2016,61660,Petrol,Manual,3.3,147,713000
BMW,X1,2018,116379,Petrol,Manual,1.1,88,3544000
Mercedes,GLC,2015,145451,Diesel,Manual,3.8,412,2315000
Mahindra,Thar,2020,52025,Petrol,Automatic,1.6,184,965000
Hyundai,Creta,2020,114824,Petrol,Manual,2.2,261,338000
Mercedes,GLC,2024,79521,Petrol,Manual,2.2,177,8153000
Hyundai,i20,2022,115386,CNG,Manual,2.0,184,347000
Tata,Tiago,2022,37675,Petrol,Manual,1.9,313,692000
Mahindra,Scorpio,2020,90730,CNG,Automatic,3.0,169,531000
Mercedes,S-Class,2015,136083,Diesel,Manual,2.5,128,2733000
Audi,A6,2024,70654,Petrol,Automatic,2.3,177,9798000
Toyota,Innova,2019,106952,Diesel,Automatic,2.4,274,654000
Mercedes,E-Class,2018,139526,Petrol,Manual,1.1,275,3376000
Mahindra,XUV700,2015,54980,Petrol,Automatic,1.9,224,633000
Hyundai,Creta,2022,65501,Petrol,Manual,3.3,444,595000
Tata,Safari,2014,125267,Petrol,Automatic,1.0,121,300000
Audi,A4,2019,131225,Petrol,Manual,3.1,272,3223000
Audi,A6,2014,11168,Diesel,Manual,2.4,375,7098000
Hyundai,Venue,2011,75184,Petrol,Automatic,2.7,122,357000
Mahindra,XUV300,2019,65390,CNG,Automatic,2.0,100,714000
Ford,Figo,2016,144515,Petrol,Manual,3.9,199,300000
Mercedes,C-Class,2022,11407,Diesel,Automatic,3.5,306,14750000
Hyundai,i20,2024,129020,Diesel,Manual,1.9,188,421000
Ford,Endeavour,2016,121813,Petrol,Automatic,3.7,416,326000
Hyundai,Verna,2017,83606,Diesel,Automatic,3.8,408,444000
Honda,Swift,2012,36128,Petrol,Automatic,3.9,160,783000
Ford,EcoSport,2013,63144,CNG,Automatic,2.8,275,389000
BMW,X1,2019,68123,Petrol,Automatic,3.5,358,7253000
Tata,Tiago,2021,130507,Diesel,Automatic,2.0,155,359000
BMW,X5,2022,105377,Diesel,Manual,3.1,246,5371000
Honda,Swift,2017,97201,Petrol,Manual,2.4,280,409000
Hyundai,Verna,2011,61588,Diesel,Automatic,3.5,283,363000
Mercedes,S-Class,2016,113215,Diesel,Manual,1.1,167,3104000
Audi,A4,2024,102969,Petrol,Automatic,2.2,153,6449000
Mahindra,Scorpio,2013,86102,Diesel,Automatic,2.8,198,342000
Honda,CR-V,2019,46018,Petrol,Automatic,1.1,257,1015000
Hyundai,Verna,2015,99941,Electric,Manual,1.6,255,453000
Ford,Figo,2013,127897,Petrol,Manual,1.6,404,300000
Tata,Tiago,2022,79093,Electric,Automatic,3.4,436,828000
Mercedes,S-Class,2024,144199,Diesel,Automatic,3.6,413,4178000
Mercedes,C-Class,2013,134647,Petrol,Automatic,4.0,156,2733000
Maruti,Dzire,2020,104202,Diesel,Manual,3.4,306,300000
Ford,EcoSport,2013,21814,Petrol,Manual,2.7,92,614000
Toyota,Camry,2017,144479,Diesel,Manual,1.8,297,308000
Audi,A4,2017,36505,Diesel,Automatic,1.2,154,8531000
Honda,Civic,2024,53539,Petrol,Manual,2.4,278,927000
Mercedes,C-Class,2016,64362,Diesel,Manual,3.7,419,5017000
Toyota,Swift,2017,103860,Diesel,Manual,3.4,212,389000
Mercedes,E-Class,2014,83181,Petrol,Manual,1.8,202,4308000
Honda,Civic,2015,66677,Petrol,Automatic,2.6,248,612000
BMW,3 Series,2021,90052,Petrol,Automatic,2.9,429,5925000
Mahindra,XUV300,2016,115185,Electric,Automatic,2.5,226,642000
Mercedes,C-Class,2019,94146,Petrol,Automatic,3.4,108,7135000
Toyota,Civic,2019,48090,Diesel,Automatic,3.9,125,953000
Maruti,Brezza,2024,47201,CNG,Automatic,2.6,182,658000
Mercedes,GLC,2012,86478,Petrol,Automatic,3.1,148,4617000
Honda,Swift,2015,128972,CNG,Manual,2.2,164,300000
Mercedes,GLC,2010,125074,Petrol,Manual,3.0,425,1975000
Mahindra,XUV300,2014,40461,Diesel,Manual,1.0,338,610000
Ford,Endeavour,2020,26532,CNG,Automatic,2.5,397,856000
Tata,Tiago,2017,78359,Petrol,Automatic,2.0,279,513000
BMW,5 Series,2017,59756,Diesel,Manual,3.3,364,6206000
Maruti,Dzire,2022,117044,Petrol,Automatic,3.5,415,328000
Mercedes,S-Class,2023,129156,Petrol,Manual,2.8,295,4962000
Hyundai,i20,2020,99051,Diesel,Automatic,3.0,214,559000
Tata,Tiago,2019,127569,Diesel,Automatic,3.9,409,315000
Tata,Harrier,2022,106261,Diesel,Automatic,3.3,161,499000
Mercedes,C-Class,2013,107382,Electric,Manual,1.1,330,5372000
Maruti,Ertiga,2023,87928,Petrol,Automatic,1.5,380,513000
Toyota,Corolla,2012,60711,Diesel,Automatic,1.4,322,551000
Tata,Harrier,2020,34398,Petrol,Automatic,3.8,154,789000
Audi,A4,2019,118721,Diesel,Manual,3.7,86,3815000
Toyota,Swift,2024,23288,Diesel,Manual,2.6,196,1652000
Toyota,Innova,2017,113535,Diesel,Manual,2.7,159,401000
Toyota,Swift,2012,54565,Petrol,Automatic,3.5,435,573000
Maruti,Dzire,2014,83169,Petrol,Automatic,2.6,100,300000
Audi,Q3,2016,31301,Petrol,Manual,2.5,322,7526000
Toyota,Swift,2011,32259,Petrol,Automatic,3.1,438,644000
Hyundai,Venue,2011,136545,Petrol,Automatic,2.3,326,300000
BMW,X5,2019,93049,Petrol,Automatic,3.9,441,6273000
Toyota,Innova,2013,69025,Petrol,Automatic,2.9,222,568000
Mahindra,Scorpio,2024,79468,Petrol,Automatic,1.3,310,757000
Hyundai,Verna,2011,55929,Petrol,Manual,3.7,334,309000
Tata,Nexon,2015,67804,Petrol,Automatic,3.9,372,388000
Honda,Swift,2014,25733,Electric,Manual,1.2,368,1108000
Honda,Swift,2022,96489,Petrol,Manual,2.0,141,572000
Maruti,Swift,2012,146491,Petrol,Manual,1.1,325,300000
Honda,City,2022,116553,Petrol,Automatic,4.0,241,624000
Audi,Q3,2015,109189,Diesel,Automatic,2.4,205,4059000
Mercedes,S-Class,2021,82377,CNG,Automatic,3.1,90,6975000
Mahindra,Thar,2014,12147,Petrol,Manual,3.6,266,718000
Ford,Figo,2018,134232,Petrol,Automatic,3.0,410,339000
Ford,Endeavour,2016,71991,Diesel,Manual,2.6,249,444000
Tata,Nexon,2012,116080,Petrol,Automatic,2.8,91,300000
Mahindra,XUV300,2014,148928,Petrol,Manual,3.6,240,300000
Toyota,Fortuner,2011,22404,Diesel,Manual,4.0,233,628000
Toyota,Civic,2011,44160,CNG,Automatic,1.0,225,560000
Ford,Figo,2010,44550,Petrol,Manual,3.5,325,370000
Audi,Q5,2012,13981,Diesel,Manual,2.1,168,6188000
Tata,Harrier,2014,128454,Petrol,Manual,2.2,348,300000
Mahindra,Thar,2012,141049,Electric,Automatic,1.9,402,332000
Tata,Safari,2021,96148,Electric,Manual,2.4,208,643000
Honda,Swift,2022,21560,Petrol,Manual,4.0,178,1253000
Audi,A6,2023,10028,Petrol,Manual,2.2,121,14001000
Mahindra,Scorpio,2012,35345,Petrol,Automatic,3.6,311,546000
Hyundai,Creta,2023,87567,Diesel,Manual,2.9,425,615000
Mercedes,S-Class,2014,104968,Petrol,Automatic,1.4,123,4075000
Toyota,Fortuner,2017,142851,Petrol,Automatic,1.7,381,418000
BMW,X5,2014,146260,Petrol,Manual,2.6,240,1852000
BMW,3 Series,2021,149195,Petrol,Manual,1.0,184,2536000
Honda,CR-V,2014,45507,Diesel,Automatic,2.5,117,793000
Tata,Harrier,2018,62127,Petrol,Manual,3.5,80,411000
Hyundai,Venue,2018,103789,Petrol,Automatic,1.8,254,400000
BMW,5 Series,2024,13543,Diesel,Automatic,2.6,291,16801000
Honda,Swift,2021,98780,CNG,Automatic,1.3,333,539000
Tata,Safari,2011,140431,Diesel,Automatic,3.7,94,300000
BMW,X1,2018,128089,CNG,Manual,3.6,169,2287000
Audi,Q5,2012,141025,Petrol,Automatic,2.7,368,2291000
Toyota,Camry,2020,108256,Petrol,Automatic,2.8,260,642000
Honda,Civic,2016,81185,Diesel,Automatic,3.2,98,562000
Hyundai,Venue,2014,10595,Diesel,Automatic,3.3,90,825000
Mahindra,Scorpio,2022,112621,Petrol,Manual,2.0,95,437000
